YORF,Name,NCBI gi,NCBI gi2,SGD ID,ORF status,"# potential tryptic peptides with up to 2 missed cleavages, <7.5 KDa, >3 aa long",O_i (Integrated probability of peptide observations),n_i (# observed peptides),p_i (probability of correct protein identification),APEX,n_i (# observed peptides),p_i (probability of correct protein identification),APEX,p(YPD),p(YMD),p(null),Z (YMD-YPD),GFP- YPD,GFP - YMD,Western,2D gel,"Average (>=2 measurements out of APEX, Western, 2D)",SAGE,HDA,Wang,"Average (>=2 measurements out of SAGE,HDA, Wang)",Avg_protein/Avg_mRNA,MW (Da),PI,CAI (Codon Adaptation Index),Length,Codon Bias,FOP Score (Frequency of Optimal Codons),Gravy Score (Hydropathicity of Protein),"Aromaticity (Frequency of aromatic amino acids: Phe, Tyr, Trp)",PEST_abs,PEST_rel
YER027C,GAL83,6320865,,S000000829,ORF|Verified,62,18.78,,,,,,,0,0,0,,159.5,143,3590,,,1,0.8,0.86,0.886666667,,46648,4.54,0.141,417,0.018,0.422,-0.816307,0.071942,111,0.27
YER028C,YER028C,6320866,,S000000830,ORF|Verified,117,25.46,,,,,,,0,0,0,,,,,,,,0.4,,,,43119,10.74,0.105,394,0.033,0.412,-0.69797,0.053299,136,0.35
YER029C,SMB1,6320867,,S000000831,ORF|Verified,102,21.91,,,,,,,0,0,0,,115,58.47872,861,,,,1.3,,,,22379,11.15,0.094,196,-0.065,0.358,-1.035204,0.035714,46,0.23
YER030W,YER030W,6320868,,S000000832,ORF|Uncharacterized,71,14.51,,,,,,,0,0,0,,200,158.2884343,623,,,3,4.3,2.31,3.203333333,,18306,4.3,0.24,160,0.222,0.551,-1.765625,0.03125,55,0.34
YER031C,YPT31,6320869,,S000000833,ORF|Verified,62,19.52,,,,,,,0,0,0,,467,290.5,5960,,,2,3.4,,2.7,,24469,4.81,0.156,223,0.094,0.463,-0.534081,0.080717,57,0.26
YER032W,FIR1,6320870,,S000000834,ORF|Verified,289,82,,,,,,,0,0,0,,,,,,,1,0.3,1.07,0.79,,98811,7.54,0.14,876,0.031,0.431,-0.953995,0.047945,313,0.36
YER033C,ZRG8,6320871,,S000000835,ORF|Verified,270,66.2,2,0.68,1910,,,,0.000110375,0,5.22E-05,-1.49,,,,,,,,0.68,,,119349,4.58,0.138,1076,-0.007,0.413,-1.088569,0.066914,373,0.35
YER034W,YER034W,6320872,,S000000836,ORF|Uncharacterized,81,17.65,,,,,,,0,0,0,,160.5,106.4753683,1100,,,1,0.4,1.02,0.806666667,,21190,5.81,0.091,185,-0.125,0.33,-1.185946,0.037838,42,0.23
YER035W,EDC2,6320873,,S000000837,ORF|Verified,64,9.32,,,,,,,0,0,0,,220.5,172.825774,538,,,,1.2,,,,16071,10.93,0.095,145,-0.054,0.373,-1.047586,0.048276,46,0.32
YER036C,KRE30,6320874,,S000000838,ORF|Uncharacterized,214,52.64,,,,,,,0,0,0,,2589,1723,17600,,,4,5.6,5.03,4.876666667,,68377,6.48,0.372,610,0.431,0.654,-0.367541,0.070492,140,0.23
YER037W,PHM8,6320875,,S000000839,ORF|Verified,97,22.37,,,,,,,0,0,0,,,,195,,,4,0.3,,2.15,,37719,5.14,0.162,321,0.039,0.45,-0.523987,0.11215,69,0.21
YER038C,KRE29,6320876,,S000000840,ORF|Verified,154,43.24,,,,,,,0,0,0,,,,,,,,0.1,0.85,0.475,,53771,4.99,0.156,464,-0.027,0.414,-0.418319,0.116379,118,0.25
YER039C,HVG1,6320877,,S000000841,ORF|Verified,41,9.59,,,,,,,0,0,0,,,,,,,,0.2,0.35,0.275,,27687,8.74,0.119,249,0.109,0.466,0.666265,0.128514,54,0.22
YER039C-A,YER039C-A,6320878,,S000007226,ORF|Uncharacterized,11,1.47,,,,,,,0,0,0,,,,98.9,,,,,,,,7986,7.92,0.107,72,0.015,0.433,0.656944,0.097222,16,0.22
YER040W,GLN3,6320879,,S000000842,ORF|Verified,145,35.56,,,,4,0.28,2583,0,0.000198275,0.000104455,1.9,,,589,,,,0.2,0.48,0.34,,79382,10.39,0.112,730,0.014,0.412,-0.809452,0.057534,246,0.34
YER041W,YEN1,6320880,,S000000843,ORF|Verified,264,69.67,,,,,,,0,0,0,,,,131,,,,0.3,0.49,0.395,,87389,7.23,0.132,759,0.036,0.43,-0.58419,0.098814,205,0.27
YER042W,MXR1,6320881,,S000000844,ORF|Verified,69,19.68,,,,,,,0,0,0,,174.5,82.186235,3070,,,1,2.4,1.6,1.666666667,,21141,6.99,0.168,184,0.026,0.433,-0.682609,0.119565,45,0.24
YER043C,SAH1,6320882,,S000000845,ORF|Verified,115,32.91,43,1,121484,72,1,179389,0.002373068,0.00356895,0.003003081,2.14,5778.5,3935,,,,31,11.3,14.09,18.79666667,,49125,6.2,0.641,449,0.662,0.799,0.003786,0.073497,88,0.2
YER044C,ERG28,6320883,,S000000846,ORF|Verified,37,9.17,,,,,,,0,0,0,,,,377,,,14,2.1,,8.05,,17135,10.2,0.353,148,0.508,0.708,0.331081,0.168919,40,0.27
YER044C-A,MEI4,6320884,,S000001954,ORF|Verified,172,41.48,,,,,,,0,0,0,,,,,,,,,0.56,,,48214,10.38,0.118,408,0.008,0.424,-0.200245,0.112745,80,0.2
YER045C,ACA1,6320885,,S000000847,ORF|Verified,109,22.15,,,,,,,0,0,0,,,,,,,3,0.6,0.66,1.42,,54592,8.09,0.16,489,0.114,0.48,-0.743763,0.06135,136,0.28
YER046W,SPO73,6320886,,S000000848,ORF|Verified,45,15.94,,,,,,,0,0,0,,,,,,,,0.7,0.94,0.82,,16598,8.42,0.116,143,0.056,0.43,-0.493007,0.118881,37,0.26
YER047C,SAP1,6320887,,S000000849,ORF|Verified,309,81.63,,,,,,,0,0,0,,,,300,,,,0.1,0.45,0.275,,100331,9.76,0.131,897,0.062,0.438,-0.73835,0.059086,299,0.33
YER048C,CAJ1,6320888,,S000000850,ORF|Verified,177,40.81,,,,1,0.49,985,0,4.96E-05,2.61E-05,0.95,,,,,,,2.9,1.94,2.42,,44855,5.61,0.186,391,0.102,0.471,-0.840665,0.081841,102,0.26
YER048W-A,YER048W-A,6320889,,S000007237,ORF|Uncharacterized,44,13.77,,,,,,,0,0,0,,566.5,624.3980428,2440,,,3,,,,,11266,11.14,0.202,94,0.29,0.578,-0.757447,0.12766,18,0.19
YER049W,YER049W,6320890,,S000000851,ORF|Uncharacterized,231,59.78,,,,,,,0,0,0,,,,8910,,,,3.6,1.77,2.685,,74041,5.12,0.255,644,0.258,0.565,-0.621273,0.100932,162,0.25
YER050C,RSM18,6320891,,S000000852,ORF|Verified,108,24.69,,,,1,0.34,1129,0,4.96E-05,2.61E-05,0.95,,,1210,,,1,2.4,,1.7,,23425,11.3,0.126,202,0.036,0.43,-0.488614,0.10396,36,0.18
YER051W,YER051W,6320892,,S000000853,ORF|Uncharacterized,149,39.57,,,,,,,0,0,0,,,,784,,,,0.2,,,,56530,6.74,0.126,492,-0.048,0.396,-0.538618,0.097561,108,0.22
YER052C,HOM3,6320893,,S000000854,ORF|Verified,153,43.57,,,,14,1,26347,0,0.000693963,0.000365593,3.55,690.5,1806.5,48100,,,4,1.9,,2.95,,58109,6.64,0.258,527,0.262,0.566,-0.102657,0.066414,131,0.25
YER053C,YER053C,6320894,,S000000855,ORF|Verified,91,19.61,,,,,,,0,0,0,,,,,,,3,1.1,0.79,1.63,,33528,10.19,0.158,300,0.103,0.472,0.030333,0.13,66,0.22
YER053C-A,YER053C-A,9755330,,S000007523,ORF|Uncharacterized,8,2.76,,,,,,,0,0,0,,404,755.656775,2360,,,,,,,,4459,7.53,0.381,37,0.4,0.657,0.383784,0.216216,5,0.14
YER054C,GIP2,6320895,,S000000856,ORF|Verified,203,55.83,,,,,,,0,0,0,,,,125,,,,,0.39,,,62318,9.4,0.136,548,0.001,0.413,-0.869343,0.091241,140,0.26
YER055C,HIS1,6320896,,S000000857,ORF|Verified,96,24.65,,,,,,,0,0,0,,,,,,,8,11.7,4.95,8.216666667,,32266,5.99,0.192,297,0.203,0.524,0.09697,0.053872,72,0.24
YER056C,FCY2,6320897,,S000000858,ORF|Verified,62,12.53,,,,,,,0,0,0,,1542.5,2590.5,,,,6,14.9,2.61,7.836666667,,58201,4.96,0.202,533,0.238,0.544,0.486867,0.148218,106,0.2
YER056C-A,RPL34A,9755331,,S000002135,ORF|Verified,76,10.45,,,,,,,0,0,0,,3253,2967.5,23600,,,16,,10.78,13.39,,13639,11.56,0.763,121,0.776,0.867,-0.77438,0.041322,26,0.21
YER057C,HMF1,6320899,,S000000859,ORF|Verified,26,7.4,,,,7,0.68,52743,0,0.000346981,0.000182796,2.51,,,672,,,,3.1,3.06,3.08,,13906,5.19,0.307,129,0.376,0.632,0.179845,0.062016,29,0.22
YER058W,PET117,6320900,,S000000860,ORF|Verified,51,10.57,,,,,,,0,0,0,,,,,,,,0.7,,,,12281,10.15,0.086,107,-0.023,0.398,-0.897196,0.046729,32,0.3
YER059W,PCL6,6320901,,S000000861,ORF|Verified,128,39.46,,,,1,0.49,1018,0,4.96E-05,2.61E-05,0.95,56,95,1240,,,2,0.6,,1.3,,47007,6.14,0.107,420,-0.018,0.398,-0.710952,0.064286,119,0.28
YER060W,FCY21,6320902,,S000000862,ORF|Verified,63,13.33,1,0.26,1814,,,,5.52E-05,0,2.61E-05,-1.06,,,,,,,0.3,1.11,0.705,,58050,5.31,0.142,528,0.093,0.456,0.47822,0.149621,105,0.2
YER060W-A,FCY22,6320903,,S000002958,ORF|Verified,59,11.54,,,,,,,0,0,0,,,,,,,,,2.51,,,57327,4.94,0.168,530,0.17,0.497,0.520754,0.139623,98,0.18
YER061C,CEM1,6320904,,S000000863,ORF|Verified,110,26.52,,,,1,0.38,1175,0,4.96E-05,2.61E-05,0.95,,,1660,,,,0.4,0.82,0.61,,47640,8.26,0.114,442,0.045,0.419,-0.119004,0.063348,109,0.25
YER062C,HOR2,6320905,,S000000864,ORF|Verified,79,24.57,,,,,,,0,0,0,,238.5,372.5,5000,,,,2.1,4.96,3.53,,27814,6.07,0.292,250,0.34,0.613,-0.282,0.112,49,0.2
YER063W,THO1,6320906,,S000000865,ORF|Verified,93,20.51,,,,,,,0,0,0,,,,6580,,,1,1.2,1.74,1.313333333,,24137,7.54,0.19,218,0.264,0.553,-1.216973,0.022936,64,0.29
YER064C,YER064C,6320907,,S000000866,ORF|Uncharacterized,173,48.38,,,,,,,0,0,0,,,,1730,,,1,1.5,,1.25,,56638,9.91,0.133,505,0.054,0.433,-0.559208,0.057426,160,0.32
YER065C,ICL1,6320908,,S000000867,ORF|Verified,179,45.9,,,,,,,0,0,0,,,,,671000,,,0.2,,,,62408,6.38,0.251,557,0.268,0.563,-0.423339,0.089767,124,0.22
YER066C-A,YER066C-A,6320911,,S000002959,ORF|Dubious,50,13.37,,,,,,,0,0,0,,,,,,,,,1.53,,,19854,10.2,0.162,166,0.114,0.488,0.172289,0.150602,,
YER066W,YER066W,6320909,,S000000868,ORF|Uncharacterized,48,16.19,,,,,,,0,0,0,,,,,,,,0.6,0.9,0.75,,20686,6.23,0.135,185,0.068,0.436,-0.064324,0.086486,39,0.21
YER067W,YER067W,6320910,,S000000869,ORF|Uncharacterized,58,11.3,,,,,,,0,0,0,,376.5,511.5746863,8450,,,,0.3,0.78,0.54,,18989,6.15,0.208,161,0.055,0.481,-0.937267,0.099379,42,0.26
YER068W,MOT2,6320912,,S000000870,ORF|Verified,151,31.71,,,,,,,0,0,0,,254.5,354,4280,,,,0.4,0.92,0.66,,65354,8.04,0.151,587,0.075,0.458,-0.73356,0.068143,174,0.3
YER069W,"ARG5,6",6320913,,S000000871,ORF|Verified,263,73.85,,,,11,1,12213,0,0.000545256,0.000287251,3.14,,,1180,,,,0.7,0.78,0.74,,94868,8.4,0.198,863,0.201,0.524,-0.165817,0.082271,200,0.23
YER070W,RNR1,6320914,,S000000872,ORF|Verified,250,62.25,,,,,,,0,0,0,,27855.5,22099,293000,,,,1.5,2.63,2.065,,99560,6.12,0.312,888,0.332,0.603,-0.33232,0.094595,223,0.25
YER071C,YER071C,6320915,,S000000873,ORF|Uncharacterized,40,14,,,,,,,0,0,0,,,,799,,,,0.8,1.31,1.055,,14498,4.77,0.134,126,0.02,0.434,-0.577778,0.071429,35,0.28
YER072W,VTC1,6320916,,S000000874,ORF|Verified,42,10.74,,,,,,,0,0,0,,1651,184,12100,,,,3.1,,,,14371,11.31,0.137,129,0.18,0.48,0.392248,0.124031,22,0.17
YER073W,ALD5,6320917,,S000000875,ORF|Verified,159,46.65,,,,,,,0,0,0,,477,784,23300,,,1,2.1,,1.55,,56620,8.43,0.202,520,0.223,0.54,-0.128846,0.086538,116,0.22
YER074W,RPS24A,6320918,,S000000876,ORF|Verified,85,16.22,,,,,,,0,0,0,,2685,2193.5,,,,,24.5,16.38,20.44,,15329,11.29,0.816,135,0.828,0.896,-0.702963,0.081481,23,0.17
YER074W-A,YER074W-A,15530183,,S000007651,ORF|Verified,25,9.89,,,,,,,0,0,0,,,,,,,,,,,,9436,10.37,0.089,85,0.018,0.393,0.795294,0.070588,13,0.15
YER075C,PTP3,6320919,,S000000877,ORF|Verified,251,69.43,,,,,,,0,0,0,,,,768,,,,0.2,,,,105250,7.17,0.136,928,0.03,0.434,-0.497629,0.082974,270,0.29
YER076C,YER076C,6320920,,S000000878,ORF|Uncharacterized,42,8.4,,,,,,,0,0,0,,,,,,,,0.6,0.39,0.495,,33466,4.55,0.136,302,0.068,0.455,-0.220861,0.119205,79,0.26
YER077C,YER077C,6320921,,S000000879,ORF|Uncharacterized,295,74.98,1,0.58,719,,,,5.52E-05,0,2.61E-05,-1.06,,,432,,575.6084839,1,0.3,0.75,0.683333333,,79547,10.21,0.119,688,0.002,0.413,-0.381395,0.082849,152,0.22
YER078C,YER078C,6320922,,S000000880,ORF|Uncharacterized,155,40.68,,,,,,,0,0,0,,,,5080,,,1,0.3,0.87,0.723333333,,57989,6.52,0.161,511,0.124,0.483,-0.399804,0.097847,125,0.24
YER079W,YER079W,6320923,,S000000881,ORF|Uncharacterized,71,18.87,1,0.24,1183,,,,5.52E-05,0,2.61E-05,-1.06,,,1890,,1536.271183,,0.7,,,,23197,10.02,0.166,210,0.062,0.456,-1.097619,0.052381,65,0.31
YER080W,YER080W,6320924,,S000000882,ORF|Uncharacterized,243,73.71,,,,,,,0,0,0,,205,189.5,8200,,,3,1.1,1.96,2.02,,72414,9.15,0.199,627,0.141,0.502,-0.581659,0.094099,143,0.23
YER081W,SER3,6320925,,S000000883,ORF|Verified,99,31.17,,,,14,1,36828,0,0.000693963,0.000365593,3.55,54.5,2307.5,7670,,,,0.6,,,,51193,5.37,0.328,469,0.391,0.643,-0.050746,0.063966,119,0.25
YER082C,UTP7,6320926,,S000000884,ORF|Verified,205,47.44,1,0.22,431,,,,5.52E-05,0,2.61E-05,-1.06,,,5800,,3115.588391,,1.1,1.63,1.365,,62316,10.27,0.161,554,0.11,0.464,-0.722744,0.068592,132,0.24
YER083C,YER083C,6320928,,S000000885,ORF|Verified,69,17.89,,,,,,,0,0,0,,191,127,,,,1,1.9,1.06,1.32,,31493,10.29,0.118,285,0.087,0.429,-0.055439,0.087719,77,0.27
YER084W,YER084W,6320927,,S000000886,ORF|Dubious,33,7.98,,,,,,,0,0,0,,73,49.49906575,300,,,,0.3,0.46,0.38,,14313,10.82,0.086,128,0.021,0.379,-0.158594,0.117188,,
YER085C,YER085C,6320929,,S000000887,ORF|Uncharacterized,86,16.33,,,,,,,0,0,0,,,,,,,,,0.56,,,20484,10.88,0.089,173,0.002,0.409,-0.517341,0.075145,35,0.2
YER086W,ILV1,6320930,,S000000888,ORF|Verified,186,58.87,,,,,,,0,0,0,,261.5,523,11900,,,1,2.6,2.63,2.076666667,,63831,8.84,0.312,576,0.364,0.618,-0.166667,0.076389,131,0.23
YER087C-B,SBH1,6320932,,S000002128,ORF|Verified,28,6.95,,,,,,,0,0,0,,,,217,,,1,,,,,8711,11.31,0.183,82,0.195,0.506,0.036586,0.060976,20,0.24
YER087W,YER087W,6320931,,S000000889,ORF|Uncharacterized,211,55.24,,,,,,,0,0,0,,,,477,,,,0.9,,,,65880,7.36,0.13,576,0.004,0.413,-0.507986,0.088542,124,0.22
YER088C,DOT6,6320933,,S000000890,ORF|Verified,178,46.19,,,,,,,0,0,0,,200,93,2120,,,2,2.1,,2.05,,73048,10.26,0.167,670,0.209,0.521,-0.821791,0.047761,268,0.4
YER089C,PTC2,6320934,,S000000891,ORF|Verified,120,30.94,,,,,,,0,0,0,,210.5,291.5,12600,,,4,0.8,1.57,2.123333333,,50388,4.7,0.142,464,0.122,0.477,-0.39806,0.051724,112,0.24
YER090W,TRP2,6320935,,S000000892,ORF|Verified,144,43.4,8,1,17139,10,1,18893,0.000441501,0.000495688,0.000470048,0.24,592.5,953.5,6510,,11824.34503,,1.7,1.63,1.665,7102,56767,5.7,0.216,507,0.193,0.522,-0.336687,0.076923,127,0.25
YER091C,MET6,6320936,,S000000893,ORF|Verified,253,69.64,56,1,74766,644,1,758259,0.003090508,0.031922276,0.018279626,21.03,9004.5,11653,264000,190000,176255.476,,3.5,2.19,2.845,61953,85859,6.42,0.657,767,0.683,0.812,-0.281095,0.093872,182,0.24
YER091C-A,YER091C-A,6320937,,S000007238,ORF|Dubious,18,4.87,,,,,,,0,0,0,,,,,,,,,,,,8146,7.77,0.064,73,-0.155,0.3,-0.589041,0.109589,,
YER092W,IES5,6320938,,S000000894,ORF|Verified,42,12.23,,,,,,,0,0,0,,102.5,60.20658075,2280,,,2,1,1.09,1.363333333,,14312,4.23,0.094,125,-0.09,0.369,-0.6544,0.048,43,0.34
YER093C,YER093C,6320939,,S000000895,ORF|Verified,474,121.78,,,,2,1,1347,0,9.91E-05,5.22E-05,1.34,,,,,,2,0.3,0.95,1.083333333,,164367,9.06,0.113,1430,-0.018,0.403,-0.367902,0.088112,350,0.24
YER093C-A,YER093C-A,6320940,,S000002960,ORF|Uncharacterized,48,10.86,,,,,,,0,0,0,,,,1840,,,,,1.08,,,15753,10.38,0.118,137,0.108,0.462,-0.229197,0.109489,38,0.28
YER094C,PUP3,6320941,,S000000896,ORF|Verified,51,12.86,6,1,43380,,,,0.000331126,0,0.000156683,-2.58,,,,,,,12.9,,,,22605,4.87,0.159,205,0.19,0.518,-0.012683,0.102439,47,0.23
YER095W,RAD51,6320942,,S000000897,ORF|Verified,96,23.86,,,,,,,0,0,0,,574.5,318.5,6960,,,1,1.8,0.57,1.123333333,,42963,4.64,0.173,400,0.214,0.517,-0.2185,0.055,89,0.22
YER096W,SHC1,6320943,,S000000898,ORF|Verified,137,39.01,1,0.53,1263,,,,5.52E-05,0,2.61E-05,-1.06,,,,,,,0.1,0.34,0.22,,56578,5.69,0.146,512,0.07,0.442,-0.411914,0.091797,144,0.28
YER097W,YER097W,6320944,,S000000899,ORF|Dubious,49,14.52,,,,,,,0,0,0,,,,,,,,0.1,0.76,0.43,,12728,11.12,0.088,109,-0.055,0.349,-0.149541,0.110092,,
YER098W,UBP9,6320945,,S000000900,ORF|Verified,255,51.69,,,,,,,0,0,0,,,,98.9,,,,0.1,0.59,0.345,,86243,7.36,0.135,754,-0.03,0.404,-0.903581,0.078249,204,0.27
YER099C,PRS2,6320946,,S000000901,ORF|Verified,86,22.11,,,,13,0.21,10124,0,0.000644394,0.000339479,3.42,125,83.5,8120,,,1,1.1,0.89,0.996666667,,34765,6.43,0.133,318,0.073,0.45,0.020755,0.050314,68,0.21
YER100W,UBC6,6320947,,S000000902,ORF|Verified,69,15.56,,,,,,,0,0,0,,,,1900,,,,1.6,1.61,1.605,,28383,6.08,0.148,250,0.104,0.471,-0.6352,0.092,75,0.3
YER101C,AST2,6320948,,S000000903,ORF|Verified,139,36.67,,,,,,,0,0,0,,,,937,,,,0.1,0.51,0.305,,48370,9.59,0.147,430,0.029,0.429,-0.272325,0.1,89,0.21
YER102W,RPS8B,6320949,,S000000904,ORF|Verified,103,16.51,,,,,,,0,0,0,,6009.5,3715.267972,14400,,,,47.3,86.43,66.865,,22489,11.42,0.718,200,0.751,0.847,-0.8295,0.08,47,0.24
YER103W,SSA4,6320950,,S000000905,ORF|Verified,208,57.32,,,,,,,0,0,0,,,,17900,,,,0.8,3.96,2.38,,69650,4.86,0.184,642,0.176,0.509,-0.436604,0.063863,167,0.26
YER104W,RTT105,6320951,,S000000906,ORF|Verified,76,18.14,,,,,,,0,0,0,,,,259,,,,0.2,1,0.6,,24413,5.31,0.154,208,0.085,0.449,-1.231731,0.0625,63,0.3
YER105C,NUP157,6320952,,S000000907,ORF|Verified,407,110.8,,,,,,,0,0,0,,184.5,117.9923623,4420,,,1,0.8,1.06,0.953333333,,156647,6.4,0.133,1391,0.026,0.425,-0.206398,0.097052,355,0.26
YER106W,MAM1,6320953,,S000000908,ORF|Verified,139,31.39,,,,,,,0,0,0,,,,,,,,,0.55,,,35752,9.53,0.145,302,0.012,0.436,-1.038742,0.076159,77,0.25
YER107C,GLE2,6320954,,S000000909,ORF|Verified,98,22.7,,,,,,,0,0,0,,119.5,128,1820,,,2,1.7,0.84,1.513333333,,40522,8.49,0.109,365,-0.075,0.363,-0.483014,0.09589,89,0.24
YER109C,FLO8,6320955,,S000000911,ORF|Verified,193,47.11,,,,,,,0,0,0,,,,,,,,0.1,0.75,0.425,,86648,10.12,0.104,798,0.007,0.409,-0.891103,0.056391,253,0.32
YER110C,KAP123,6320956,,S000000912,ORF|Verified,241,67.71,4,1,5493,1,0.45,545,0.000220751,4.96E-05,0.000130569,-1.46,2687,1454.5,38300,,21896.34156,,1.9,4.56,3.23,6779,122600,4.36,0.343,1113,0.408,0.647,0.000359,0.073675,291,0.26
YER111C,SWI4,6320957,,S000000913,ORF|Verified,305,76.03,,,,,,,0,0,0,,,,589,,,1,0.4,1,0.8,,123805,9.42,0.145,1093,0.053,0.462,-0.839433,0.059469,304,0.28
YER112W,LSM4,6320958,,S000000914,ORF|Verified,51,11.16,,,,6,0.78,34385,0,0.000297413,0.000156683,2.32,159,160.3700525,3440,,,,1.7,1.39,1.545,,21276,10.31,0.213,187,0.218,0.555,-1.159358,0.069519,40,0.21
YER113C,YER113C,6320959,,S000000915,ORF|Uncharacterized,165,37.19,,,,,,,0,0,0,,122,120.6828833,,,,,1,0.77,0.885,,81545,7.39,0.112,706,-0.029,0.399,0.103399,0.148725,157,0.22
YER114C,BOI2,6320960,,S000000916,ORF|Verified,364,87.54,,,,,,,0,0,0,,147.5,131.5,688,,,,0.6,0.84,0.72,,115687,9.53,0.132,1040,0.073,0.444,-0.871827,0.068269,364,0.35
YER115C,SPR6,6320961,,S000000917,ORF|Verified,62,12.39,,,,,,,0,0,0,,,,,,,,1,0.93,0.965,,21512,10.21,0.112,191,0.035,0.414,-0.446597,0.08377,43,0.23
YER116C,SLX8,6320962,,S000000918,ORF|Verified,70,12.09,,,,,,,0,0,0,,,,,,,1,0.2,0.54,0.58,,30764,4.5,0.13,274,0.046,0.437,-0.885402,0.032847,85,0.31
YER117W,RPL23B,6320963,,S000000919,ORF|Verified,52,13.84,,,,,,,0,0,0,,,,,,,63,50.3,18.58,43.96,,14473,11.11,0.648,137,0.704,0.814,-0.077372,0.051095,24,0.18
YER118C,SHO1,6320964,,S000000920,ORF|Verified,61,10.65,,,,,,,0,0,0,,168.5,60.5,2330,,,,1.5,0.8,1.15,,41125,5.44,0.162,367,0.083,0.463,-0.413897,0.117166,93,0.25
YER119C,YER119C,6320965,,S000000921,ORF|Verified,79,15.22,,,,,,,0,0,0,,,,,,,1,0.4,0.68,0.693333333,,48840,8.91,0.101,448,0.118,0.466,0.797321,0.087054,96,0.21
YER119C-A,YER119C-A,6320967,,S000002961,ORF|Dubious,36,7.05,,,,,,,0,0,0,,,,,,,,,2.59,,,14098,8.36,0.094,123,0.03,0.417,-0.495935,0.081301,,
YER120W,SCS2,6320966,,S000000922,ORF|Verified,56,19.44,,,,,,,0,0,0,,458,259.5,3500,,,,3.5,4.16,3.83,,26925,4.67,0.194,244,0.27,0.579,-0.295082,0.065574,78,0.32
YER121W,YER121W,6320968,,S000000923,ORF|Dubious,25,5.69,,,,,,,0,0,0,,,,,,,,0.1,0.83,0.465,,12941,4.78,0.154,114,0.103,0.459,-0.908772,0.105263,,
YER122C,GLO3,6320969,,S000000924,ORF|Verified,177,46.56,,,,,,,0,0,0,,499.5,369.5,1510,,,,2.6,2.22,2.41,,55093,8.46,0.165,493,0.063,0.451,-0.9929,0.079108,133,0.27
YER123W,YCK3,7276233,,S000000925,ORF|Verified,184,46.83,,,,1,0.27,473,0,4.96E-05,2.61E-05,0.95,101,138.5,1320,,,,0.6,1.08,0.84,,60260,9.08,0.166,524,0.082,0.462,-0.833969,0.099237,115,0.22
YER124C,DSE1,6320971,,S000000926,ORF|Verified,141,32.58,,,,,,,0,0,0,,,,3080,,,4,2,2.17,2.723333333,,63998,6,0.143,573,0.015,0.433,-0.287783,0.082024,138,0.24
YER125W,RSP5,6320972,,S000000927,ORF|Verified,250,74.6,,,,,,,0,0,0,,,,,,,,1.3,1.05,1.175,,91816,6.67,0.186,809,0.162,0.499,-0.677998,0.10136,225,0.28
YER126C,NSA2,6320973,,S000000928,ORF|Verified,136,25.78,,,,,,,0,0,0,,4564,3927.5,8660,,,4,3.4,2.57,3.323333333,,29722,11.04,0.299,261,0.404,0.645,-0.785824,0.05364,63,0.24
YER127W,LCP5,6320974,,S000000929,ORF|Verified,154,27.67,,,,,,,0,0,0,,,,1430,,,1,2,1.34,1.446666667,,40794,6.91,0.159,357,0.116,0.467,-1.103081,0.053221,100,0.28
YER128W,YER128W,6320975,,S000000930,ORF|Uncharacterized,77,15.35,,,,,,,0,0,0,,233,243.1661245,967,,,1,0.3,0.85,0.716666667,,23488,8.72,0.156,203,0.11,0.48,-0.87931,0.078818,61,0.3
YER129W,PAK1,6320976,,S000000931,ORF|Verified,409,91.21,,,,,,,0,0,0,,,,752,,,,0.2,1.15,0.675,,126871,9.02,0.115,1142,-0.02,0.386,-0.715849,0.052539,353,0.31
YER130C,YER130C,6320977,,S000000932,ORF|Uncharacterized,134,29.87,,,,,,,0,0,0,,,,,,,,0.9,0.59,0.745,,50319,5.59,0.148,443,0.086,0.467,-0.817833,0.072235,137,0.31
YER131W,RPS26B,6320978,,S000000933,ORF|Verified,73,10.51,,,,,,,0,0,0,,5087,3150.133725,503000,,,1,8.4,43.07,17.49,,13447,11.6,0.711,119,0.779,0.863,-0.822689,0.042017,22,0.18
YER132C,PMD1,6320979,,S000000934,ORF|Verified,493,143.39,,,,1,0.22,126,0,4.96E-05,2.61E-05,0.95,108,87,815,,,1,0.4,0.82,0.74,,195381,7.8,0.12,1753,0.015,0.41,-0.63474,0.078722,567,0.32
YER133W,GLC7,6320980,,S000000935,ORF|Verified,89,20.49,,,,,,,0,0,0,,1964.5,1597,14600,,,8,4.2,2.73,4.976666667,,35907,5.21,0.229,312,0.176,0.51,-0.272115,0.108974,60,0.19
YER134C,YER134C,6320981,,S000000936,ORF|Uncharacterized,66,19.05,,,,,,,0,0,0,,181,232.863349,6190,,,,1.2,1.6,1.4,,20441,6.75,0.137,178,0.009,0.419,-0.417416,0.123596,37,0.21
YER135C,YER135C,6320982,,S000000937,ORF|Dubious,48,9.66,,,,,,,0,0,0,,,,,,,1,0.1,,0.55,,15421,10.28,0.134,130,0.012,0.431,-0.084615,0.130769,,
YER136W,GDI1,6320983,,S000000938,ORF|Verified,142,37.62,4,0.96,9491,8,0.98,17088,0.000220751,0.00039655,0.000313365,0.97,738.5,634.5,7280,,8385.257724,2,4.3,2.16,2.82,2973,51206,5.87,0.233,451,0.216,0.543,-0.391131,0.101996,108,0.24
