ORF,CommName,Fold,Cont-mean-Int,Cont-SD-Int,MMS-mean-Int,MMS-SD-Int,Localization,Function
YBR084C-A,RPL19A,1.31,48.62,10.49,63.57,3.78,cytoplasm,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl19Bp and has similarity to rat L19 ribosomal protein; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal"
YDL112W,TRM3,1.31,9.65,0.6,12.68,1.81,cytoplasm,"2'-O-ribose methyltransferase, catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs"
YDL192W,ARF1,1.31,145.26,12.04,190.61,17.67,"punctate composite,early Golgi,late Golgi","ADP-ribosylation factor, GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; functionally interchangeable with Arf2p"
YDL213C,NOP6,1.31,23.49,2.86,30.73,7.59,nucleolus,rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM) and has similarity to hydrophilins; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes
YDR004W,RAD57,1.31,6.06,2.4,7.92,1.65,"cytoplasm,nucleus",Protein that stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad55p
YDR363W-A,SEM1,1.31,63.76,1.09,83.76,9.56,nucleus,Component of the lid subcomplex of the regulatory subunit of the 26S proteasome; involved in mRNA export mediated by the TREX-2 complex (Sac3p-Thp1p); ortholog of human DSS1
YDR365C,ESF1,1.31,30.6,7.9,40.08,10.53,"nucleolus,nucleus",Nucleolar protein involved in pre-rRNA processing; depletion causes severely decreased 18S rRNA levels
YDR408C,ADE8,1.31,21.61,6,28.36,3.06,"cytoplasm,nucleus","Phosphoribosyl-glycinamide transformylase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway"
YER126C,NSA2,1.31,141.93,19.74,186.4,14.58,cytoplasm,"Protein constituent of 66S pre-ribosomal particles, contributes to processing of the 27S pre-rRNA"
YER164W,CHD1,1.31,13.81,1.8,18.15,0.72,nucleus,"Nucleosome remodeling factor that functions in regulation of transcription elongation; contains a chromo domain, a helicase domain and a DNA-binding domain; component of both the SAGA and SLIK complexes"
YGL115W,SNF4,1.31,18.49,1.3,24.2,8.33,cytoplasm,"Activating gamma subunit of the AMP-activated Snf1p kinase complex (contains Snf1p and a Sip1p/Sip2p/Gal83p family member); activates glucose-repressed genes, represses glucose-induced genes; role in sporulation, and peroxisome biogenesis"
YGL163C,RAD54,1.31,5.82,1.21,7.64,1.13,"cytoplasm,nucleus","DNA-dependent ATPase, stimulates strand exchange by modifying the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family"
YGL167C,PMR1,1.31,31.89,4.02,41.73,1.81,ER,High affinity Ca2+/Mn2+ P-type ATPase required for Ca2+ and Mn2+ transport into Golgi; involved in Ca2+ dependent protein sorting and processing; mutations in human homolog ATP2C1 cause acantholytic skin condition Hailey-Hailey disease
YGL180W,ATG1,1.31,7.31,1.92,9.55,1.58,punctate composite,Protein ser/thr kinase required for vesicle formation in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; structurally required for phagophore assembly site formation; during autophagy forms a complex with Atg13p and Atg17p
YGR084C,MRP13,1.31,17.97,3.26,23.53,5.37,mitochondrion,Mitochondrial ribosomal protein of the small subunit
YGR204W,ADE3,1.31,152.78,13.92,200.1,26.68,"cytoplasm,nucleus","Cytoplasmic trifunctional enzyme C1-tetrahydrofolate synthase, involved in single carbon metabolism and required for biosynthesis of purines, thymidylate, methionine, and histidine; null mutation causes auxotrophy for adenine and histidine"
YHR037W,PUT2,1.31,18.53,3.06,24.19,2.18,mitochondrion,"Delta-1-pyrroline-5-carboxylate dehydrogenase, nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; deficiency of the human homolog causes HPII, an autosomal recessive inborn error of metabolism"
YHR062C,RPP1,1.31,12.82,3.39,16.83,0.59,nucleus,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs"
YHR111W,UBA4,1.31,15.06,3.02,19.71,1.19,cytoplasm,Protein that activates Urm1p before its conjugation to proteins (urmylation); also acts in thiolation of the wobble base of cytoplasmic tRNAs by adenylating and then thiolating Urm1p; receives sulfur from Tum1p
YJL044C,GYP6,1.31,8,2.01,10.45,1.05,late Golgi,"GTPase-activating protein (GAP) for the yeast Rab family member, Ypt6p; involved in vesicle mediated protein transport"
YJL050W,MTR4,1.31,10.79,0.92,14.11,1.65,"nucleolus,nucleus","ATP-dependent 3'-5' RNA helicase of the Dead-box family, involved in nuclear RNA processing and degradation both as a component of the TRAMP complex and in TRAMP independent processes; has a KOW domain that shows RNA binding activity"
YJL136C,RPS21B,1.31,231.94,20.82,304.9,27.37,cytoplasm,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps21Ap and has similarity to rat S21 ribosomal protein
YJR089W,BIR1,1.31,6.34,2.07,8.33,2.21,"nucleus,spindle pole,microtubule","Subunit of chromosomal passenger complex (CPC; Ipl1p-Sli15p-Bir1p-Nbl1p), which regulates chromosome segregation; required for chromosome bi-orientation and for spindle assembly checkpoint activation upon reduced sister kinetochore tension"
YKL032C,IXR1,1.31,14.43,1.1,18.95,6.52,nucleus,"Protein that binds DNA containing intrastrand cross-links formed by cisplatin, contains two HMG (high mobility group box) domains, which confer the ability to bend cisplatin-modified DNA; mediates aerobic transcriptional repression of COX5b"
YKR001C,VPS1,1.31,45.98,4.29,60.13,2.29,"cytoplasm,punctate composite,endosome","Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, endocytosis, late Golgi-retention of some proteins, regulation of peroxisome biogenesis"
YLR113W,HOG1,1.31,22.96,3.32,29.98,2.87,cytoplasm,Mitogen-activated protein kinase involved in osmoregulation; acts via three independent osmosensors; mitophagy-specific regulator; mediates the recruitment and activation of RNA Pol II at Hot1p-dependent promoters; localization regulated by Ptp2p and Ptp3
YLR272C,YCS4,1.31,8.58,3.42,11.26,1.12,"cytoplasm,nucleolus,nucleus","Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation, chromatin binding of condensin, tRNA gene clustering at the nucleolus, and silencing at the mating type locus"
YLR401C,DUS3,1.31,6.24,2.86,8.16,1.67,"cytoplasm,nucleus","Dihydrouridine synthase, member of a widespread family of conserved proteins including Smm1p, Dus1p, and Dus4p; contains a consensus oleate response element (ORE) in its promoter region"
YMR012W,CLU1,1.31,65.96,5.71,86.4,10.82,cytoplasm,"eIF3 component of unknown function; deletion causes defects in mitochondrial organization but not in growth or translation initiation, can rescue cytokinesis and mitochondrial organization defects of the Dictyostelium cluA- mutant"
YNL297C,MON2,1.31,10.5,1.61,13.8,1.63,"punctate composite,early Golgi","Peripheral membrane protein with a role in endocytosis and vacuole integrity, interacts with Arl1p and localizes to the endosome; member of the Sec7p family of proteins"
YNR034W,SOL1,1.31,17.41,0.41,22.89,2.65,"cytoplasm,nucleus","Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol2p, Sol3p, and Sol4p"
YOL066C,RIB2,1.31,10.31,3.96,13.49,3.93,cytoplasm,Bifunctional enzyme with DRAP deaminase and tRNA:pseudouridine synthase activity; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs
YOR217W,RFC1,1.31,7.93,0.91,10.37,0.75,nucleus,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon"
YPL124W,SPC29,1.31,12.99,0.81,16.99,0.14,spindle pole,"Inner plaque spindle pole body (SPB) component, links the central plaque component Spc42p to the inner plaque component Spc110p; required for SPB duplication"
YBL007C,SLA1,1.3,28.05,2.94,36.34,5.01,"cytoplasm,actin",Cytoskeletal protein binding protein required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains
YBL045C,COR1,1.3,26.74,9.13,34.74,1.92,mitochondrion,"Core subunit of the ubiquinol-cytochrome c reductase complex (bc1 complex), which is a component of the mitochondrial inner membrane electron transport chain"
YBR084W,MIS1,1.3,15.49,3.47,20.16,0.42,mitochondrion,"Mitochondrial C1-tetrahydrofolate synthase, involved in interconversion between different oxidation states of tetrahydrofolate (THF); provides activities of formyl-THF synthetase, methenyl-THF cyclohydrolase, and methylene-THF dehydrogenase"
YCL034W,LSB5,1.3,7.74,5.78,10.09,6.01,"cytoplasm,nucleus","Protein of unknown function; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization; may mediate disassembly of the Pan1 complex from the endocytic coat"
YCR033W,SNT1,1.3,7.95,1.35,10.32,0.43,nucleus,"Subunit of the Set3C deacetylase complex that interacts directly with the Set3C subunit, Sif2p; putative DNA-binding protein; mutant has increased aneuploidy tolerance"
YDL155W,CLB3,1.3,11.78,1.44,15.27,0.9,"cytoplasm,nucleus","B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2, then targeted for ubiquitin-mediated degradation"
YDR019C,GCV1,1.3,51.83,8.92,67.17,6.13,mitochondrion,"T subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm"
YDR148C,KGD2,1.3,11.77,1.98,15.28,1.32,mitochondrion,"Dihydrolipoyl transsuccinylase, component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes the oxidative decarboxylation of alpha-ketoglutarate to succinyl-CoA in the TCA cycle; phosphorylated"
YDR395W,SXM1,1.3,23.71,2.34,30.72,7.49,"cytoplasm,nucleus","Nuclear transport factor (karyopherin) involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p, Cse1p, Lph2p, and the human cellular apoptosis susceptibility protein, CAS1"
YEL031W,SPF1,1.3,60.28,5.05,78.39,5.89,ER,"P-type ATPase, ion transporter of the ER membrane involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1"
YER053C,PIC2,1.3,14.28,1.28,18.57,1.6,mitochondrion,"Mitochondrial phosphate carrier, imports inorganic phosphate into mitochondria; functionally redundant with Mir1p but less abundant than Mir1p under normal conditions; expression is induced at high temperature"
YGL011C,SCL1,1.3,16.7,2.9,21.67,5.01,"cytoplasm,nucleus",Alpha 1 subunit of the 20S proteasome involved in the degradation of ubiquitinated substrates; 20S proteasome is the core complex of the 26S proteasome; essential for growth; detected in the mitochondria
YGL128C,CWC23,1.3,4.85,5.22,6.29,3.68,"cytoplasm,nucleus","Component of a complex containing Cef1p, putatively involved in pre-mRNA splicing; has similarity to E. coli DnaJ and other DnaJ-like proteins and to S. pombe Cwf23p"
YGR074W,SMD1,1.3,14.25,2.47,18.52,1.74,nucleus,"Core Sm protein Sm D1; part of heteroheptameric complex (with Smb1p, Smd2p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm D1"
YGR285C,ZUO1,1.3,114.06,7.92,148.06,11.96,cytoplasm,"Ribosome-associated chaperone, functions in ribosome biogenesis and, in partnership with Ssz1p and SSb1/2, as a chaperone for nascent polypeptide chains; contains a DnaJ domain and functions as a J-protein partner for Ssb1p and Ssb2p"
YHR197W,RIX1,1.3,12.11,4.96,15.8,2,nucleus,"Essential component of the Rix1 complex (Rix1p, Ipi1p, Ipi3p) that is required for processing of ITS2 sequences from 35S pre-rRNA; Rix1 complex associates with Mdn1p in pre-60S ribosomal particles"
YIL078W,THS1,1.3,44.86,6.86,58.25,10.9,cytoplasm,"Threonyl-tRNA synthetase, essential cytoplasmic protein"
YJL091C,GWT1,1.3,15.91,3.3,20.66,2.17,ER,"Protein involved in the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) to form glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI), an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors"
YJL110C,GZF3,1.3,5.19,1.58,6.75,2.25,"cytoplasm,nucleus",GATA zinc finger protein and Dal80p homolog that negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA site binding; function requires a repressive carbon source; dimerizes with Dal80p and binds to Tor1p
YJL197W,UBP12,1.3,14.09,1.05,18.29,3.61,"cytoplasm,nucleus","Ubiquitin carboxyl-terminal hydrolase, ubiquitin-specific protease present in the nucleus and cytoplasm that cleaves ubiquitin from ubiquitinated proteins"
YKL053C-A,MDM35,1.3,10.17,0.26,13.19,2.56,"cytoplasm,nucleus",Mitochondrial intermembrane space protein; mutation affects mitochondrial distribution and morphology; contains twin cysteine-x9-cysteine motifs
YLR179C,,1.3,31.01,2.5,40.19,11.5,"cytoplasm,nucleus",Protein of unknown function with similarity to Tfs1p; transcription is activated by paralogous proteins Yrm1p and Yrr1p along with proteins involved in multidrug resistance; GFP-tagged protein localizes to the cytoplasm and nucleus
YML025C,YML6,1.3,14.64,0.92,19.09,2.23,mitochondrion,"Mitochondrial ribosomal protein of the large subunit, has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability, unlike most other mitoribosomal proteins"
YMR178W,,1.3,13.48,2.49,17.5,0.27,"cytoplasm,nucleus",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS; YMR178W is not an essential gene
YNL143C,,1.3,17.78,3.23,23.19,2.87,"cytoplasm,nucleus","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YNR028W,CPR8,1.3,10.06,3.03,13.04,3.57,vacuole,"Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; similarity to Cpr4p suggests a potential role in the secretory pathway"
